2019-07-01 23:17:47,"b""RT @AmazonianPixel: City is drowning but hey how's that statue coming along in the middle of the sea? #MumbaiRains #Mumbai"""
2019-07-01 23:17:44,"b'Mumbai under Rain Storm. Heavy and very Heavy raining here, never seen such dangerous rain in my life. #MumbaiRain\xe2\x80\xa6 https://t.co/owLoXTbzUa'"
2019-07-01 23:16:38,"b'RT @airvistara: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DEL-BOM\xe2\x80\xa6'"
2019-07-01 23:15:35,b'Can anyone present at #Mumbai Airport please update me the status of AI 130? #MumbaiRains #MumbaiRainsLiveUpdates\xe2\x80\xa6 https://t.co/jfyVLQUf8l'
2019-07-01 23:15:23,b'#Mumbai Hit By #Monsoon\xc2\xa0Mess https://t.co/negVhGE2Wt https://t.co/nQ30m51FbJ'
2019-07-01 23:15:07,"b""Come #monsoon we crib and next day or week it's life as usual with few cribs about roads here and there. \n\nSuch is\xe2\x80\xa6 https://t.co/IEUPZgUPut"""
2019-07-01 23:14:58,"b'#MumbaiRainsLiveUpdates @DeccanHerald Suburban Trains delayed following heavy showers #Mumbai,  top officials monit\xe2\x80\xa6 https://t.co/bGqL7rImsN'"
2019-07-01 23:14:51,b'#Mumbai will witness better #weather conditions today (2nd July) especially during the second half. A few intense b\xe2\x80\xa6 https://t.co/8Rt2kadQZf'
2019-07-01 23:13:02,b'RT @BeingSuketa: I feel for my people in #Mumbai \xf0\x9f\x98\x8f..remember travelling in these over crowded trains...I hope there are more train services\xe2\x80\xa6'
2019-07-01 23:12:25,"b'RT @PoliceWaliPblic: Everyone in #Mumbai , whose house is like mine right now, my heart goes out to each one of you! Don\xe2\x80\x99t try to save too\xe2\x80\xa6'"
2019-07-01 23:11:17,"b'RT @airvistara: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DEL-BOM\xe2\x80\xa6'"
2019-07-01 23:11:17,b'RT @AhirsachinAhir: Heavy rains lashed #Mumbai and once again the city is not rain-ready. The BMC continues to fail to prevent the vicious\xe2\x80\xa6'
2019-07-01 23:09:16,"b'RT @SkymetWeather: JUST IN: Since 8.30 am on Friday until 8.30 PM today, #SantaCruz has recorded a whopping 520 mm of rains. #MumbaiRains #\xe2\x80\xa6'"
2019-07-01 23:08:16,"b'RT @abhijeetg: While the entire #nation #sleeps, #Mumbaikars stay awake to help their fellow #city residents \n\nThat is the true #spirit of\xe2\x80\xa6'"
2019-07-01 23:07:55,"b'RT @airvistara: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DEL-BOM\xe2\x80\xa6'"
2019-07-01 23:07:37,"b'BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953\xe2\x80\xa6 https://t.co/GQHh7nkrM0'"
2019-07-01 23:06:47,"b'Spice jet 6237, overshoot runway at #Mumbai airport, passengers safe #MumbaiRainsLiveUpdates @CSIAMumbai #flights\xe2\x80\xa6 https://t.co/wG5IKnbWGK'"
2019-07-01 23:03:36,b'Take care #Mumbai\n#MumbaiRainsLiveUpdates\n#MumbaiRain https://t.co/SC55PMbXcQ'
2019-07-01 23:03:07,"b'Can you recommend anyone for this job? Relationship Manager, Priority Banking - https://t.co/WmsYrNWuJl #FinTech #Mumbai, MH'"
2019-07-01 23:00:35,"b'While the entire #nation #sleeps, #Mumbaikars stay awake to help their fellow #city residents \n\nThat is the true\xe2\x80\xa6 https://t.co/8jLBwe7xlX'"
2019-07-01 23:00:05,b'@Warina_Hussain 4.30 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for\xe2\x80\xa6 https://t.co/gvE5JMXbXv'
2019-07-01 22:58:22,"b'RT @TheSanjivKapoor: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DE\xe2\x80\xa6'"
2019-07-01 22:58:09,b'Lotta Lotto\nB I O\n\nCurrently.... Yagate \xe2\x96\xb6\xe2\xad\x95 #Music\n#strasbourg\n#montpellier\n#Bordeaux\n#tanzania\n#Video\n#New\n#london\xe2\x80\xa6 https://t.co/oBiDu8mBmB'
2019-07-01 22:55:32,b'RT @aniruddhasadm: #Mumbai might experience very heavy #Rainfall in the next 3 days as per reports from #IMD.\nOfficials urge Mumbaikars to\xe2\x80\xa6'
2019-07-01 22:55:32,"b'RT @ndtv: #JustIn | No suburban trains will run in #Mumbai today due to heavy rain, says Central Railway\n\n#MumbaiRains'"
2019-07-01 22:54:58,b'RT @SumitraRoyTOI: Hats off to traffic cops who are working in this torrential downpour. #jvlr #mumbai #mumbairains @MumbaiPolice @mtptraff\xe2\x80\xa6'
2019-07-01 22:51:42,"b""So @Uber_India has been trying to connect me to 1 nearby driver for the last one hour. Looks like I'll have to cras\xe2\x80\xa6 https://t.co/or0HPBIlvM"""
2019-07-01 22:50:47,b'Plight of passengers stuck in aircraft since 10pm. #indigoairlines 6E-5321 Coimbatore-Mumbai diverted to #Ahmedabad\xe2\x80\xa6 https://t.co/mVDUBIXM0K'
2019-07-01 22:50:20,"b'Stay indoors, do not venture out, and be cooperative.\n#MumbaiRainsLive #MumbaiRain #MumabaiRain #Mumbai\xe2\x80\xa6 https://t.co/FZCCOUdIQV'"
2019-07-01 22:49:40,b'RT @SumitraRoyTOI: Hats off to traffic cops who are working in this torrential downpour. #jvlr #mumbai #mumbairains @MumbaiPolice @mtptraff\xe2\x80\xa6'
2019-07-01 22:48:48,"b'RT @ndtv: #JustIn | No suburban trains will run in #Mumbai today due to heavy rain, says Central Railway\n\n#MumbaiRains'"
2019-07-01 22:48:40,"b'Right now: Rain, Temperature: 25C, Humidity: 100, Wind: From W at 6.08KPH, Updated: 4:18AM #Mumbai #Weather'"
2019-07-01 22:47:25,"b""RT @mid_day: #MumbaiRainsLive Updates!\n\n#Mumbai and it's neighboring struggled with water-logging, choked drains, traffic jams, and cancell\xe2\x80\xa6"""
2019-07-01 22:47:10,b'RT @TamaraMcCleary: Live\xe2\x80\xbc\xef\xb8\x8f #India and life on the streets of #Mumbai \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 #travel #traveling #AdventureTime \xf0\x9f\x8e\x89 https://t.co/Wb0VCANdwE'
2019-07-01 22:45:48,"b""M sure these are the scenes many #Mumbaikars are going to wake up to...\n\nCars submerged...flooding ....and it's sti\xe2\x80\xa6 https://t.co/Z3XO3sQFN9"""
2019-07-01 22:44:31,b'RT @RRodney918: This is very disheartening to see young children begging in the rain.. their addict parents busy smoking in dry shanty. Thi\xe2\x80\xa6'
2019-07-01 22:42:08,b'4.12 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and\xe2\x80\xa6 https://t.co/tge3rAUpE7'
2019-07-01 22:41:59,b'RT @MumbaiMirror: Underpass towards elevated road heading to the airport shut. Very slow moving traffic near domestic airport flyover.\n#Mum\xe2\x80\xa6'
2019-07-01 22:41:43,"b""RT @mid_day: #MumbaiRainsLive Updates!\n\n#Mumbai and it's neighboring struggled with water-logging, choked drains, traffic jams, and cancell\xe2\x80\xa6"""
2019-07-01 22:40:54,b'RT @gallinews: Parel Mumbai waterlogging Looks like City of Venice in Itay \n\n#Mumbai \n#MumbaiRain\n#MumbaiRainsLiveUpdates \n#MumbaiRainsLive\xe2\x80\xa6'
2019-07-01 22:39:56,b'#Weather forecast #agencies are up with yet another #forecast of 200mm rain per day for July 02 - 04 period !\n\nThat\xe2\x80\xa6 https://t.co/xxfpNU1UTx'
2019-07-01 22:36:04,b'Mumbai Flooded like every year\n#MumbaiRains #MumbaiRainsLiveUpdates #mumbaimonsoon #Mumbai https://t.co/FFGPu6wBfY'
2019-07-01 22:33:55,"b'RT @ndtv: ""It\'s nature\'s fury..."": Suburban trains stopped in rain-hit Mumbai https://t.co/uaGRg8lz6U\n\n#MumbaiRains #Mumbai https://t.co/0m\xe2\x80\xa6'"
2019-07-01 22:33:20,b'RT @Shalomtellis: \xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\n\nPeople who are stuck at Ghatkopar west can go to R city mall they are allowing stranded people inside.\xe2\x80\xa6'
2019-07-01 22:31:41,"b'Dinner being served by @airvistara cabin crew to ppl in our flight at 3:40 AM. Not one said, ""No thanks. Not hungry\xe2\x80\xa6 https://t.co/EucCnJjQjq'"
2019-07-01 22:31:02,"b""RT @mid_day: #MumbaiRainsLive Updates!\n\n#Mumbai and it's neighboring struggled with water-logging, choked drains, traffic jams, and cancell\xe2\x80\xa6"""
2019-07-01 22:29:23,"b'@ShiviStormborn @RidlrMUM @mumbaitraffic @RoadsOfMumbai @mybmc Half of #Mumbai should take this resolution, maybe\xe2\x80\xa6 https://t.co/MCaPmftW8V'"
2019-07-01 22:29:19,"b'#Mumbai has a long runway but now #SpiceJet  aircraft overshoots here too. As I have said before, the foundations o\xe2\x80\xa6 https://t.co/wzzYkzVtpv'"
2019-07-01 22:28:21,b'@shubham51137783 Only if they allow us to leave the plane.. they are not allowing us to leave the plane to the term\xe2\x80\xa6 https://t.co/949T2m4Q3l'
2019-07-01 22:27:43,"b'#MumbaiRains 540 ml of rain in 2 days ... #mumbai comes to stand still . Schools , colleges shut and municipal corp\xe2\x80\xa6 https://t.co/cnOQV6FSQU'"
2019-07-01 22:24:29,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:24:29,"b'RT @taran_adarsh: Kartik Aaryan, Sara Ali Khan and Randeep Hooda... Imtiaz Ali completes filming of his new film [not titled yet] in #Himac\xe2\x80\xa6'"
2019-07-01 22:24:26,"b'RT @RstfOfficial: Is this the end of everything?\nWatch Shakti, Every Mon-Fri at 8pm only on @ColorsTV\n\xe2\xa0\x80\n#ColorsTV #Shakti #Strength #Rubina\xe2\x80\xa6'"
2019-07-01 22:21:44,b'Hope it gets better soon. #MonsoonMumbai rains: Stampede like situation due to train delays at Thane railway statio\xe2\x80\xa6 https://t.co/W67Qo46ZrZ'
2019-07-01 22:20:51,b'#Maharashtra School Education Minister #AshishShelar: Would like to announce and confirm that July 2 has been decla\xe2\x80\xa6 https://t.co/ppFNJC72ji'
2019-07-01 22:20:20,b'RT @the_known_worm: Story if two cities in India\n\nMumbai: holiday declared for school due to extensive rain!!\n\nDelhi : summer holidays exte\xe2\x80\xa6'
2019-07-01 22:19:05,b'Story if two cities in India\n\nMumbai: holiday declared for school due to extensive rain!!\n\nDelhi : summer holidays\xe2\x80\xa6 https://t.co/O4n9taCjGk'
2019-07-01 22:17:37,"b'RT @TheSanjivKapoor: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DE\xe2\x80\xa6'"
2019-07-01 22:15:06,b'RT @BeingSuketa: I feel for my people in #Mumbai \xf0\x9f\x98\x8f..remember travelling in these over crowded trains...I hope there are more train services\xe2\x80\xa6'
2019-07-01 22:14:26,"b""RT @sashasublime: \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x8d\x81 #Tunesday is #OCanada ! Here's our beloved National Anthem, with a beautiful maple leaf friend of mine, @IamDeeDevan\xe2\x80\xa6"""
2019-07-01 22:14:02,"b'Heavy rain and many customers were held at the mall. Our Team tried their best to make them comfortable with tea, w\xe2\x80\xa6 https://t.co/XZzVw5F0SB'"
2019-07-01 22:13:59,"b""\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x8d\x81 #Tunesday is #OCanada ! Here's our beloved National Anthem, with a beautiful maple leaf friend of mine,\xe2\x80\xa6 https://t.co/x9laiTMpLd"""
2019-07-01 22:13:35,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:12:56,"b""RT @boomzy1231: #MumbaiRainsLive #MumbaiRains #Mumbai need rescue of ppl stucked here' also  needs food n water .\n\n@drmmumbaicr\n@rpfcrbb\n@r\xe2\x80\xa6"""
2019-07-01 22:12:48,b'RT @VpillaiDisney: 3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and @MumbaiPol\xe2\x80\xa6'
2019-07-01 22:12:22,b'RT @MumbaiMirror: Underpass towards elevated road heading to the airport shut. Very slow moving traffic near domestic airport flyover.\n#Mum\xe2\x80\xa6'
2019-07-01 22:12:03,b'RT @gaargi_: Anyone stuck in or around #Bhandup do let me know. I can help with shelter for the night. #crazymonsoon is here #Mumbai'
2019-07-01 22:11:01,b'3.40 am #Mumbaikars stay home #MumbaiRains crazy right now\nMore Crowd More Difficult to manage for @mybmc and\xe2\x80\xa6 https://t.co/vW6JPPjMJV'
2019-07-01 22:10:37,"b""#MumbaiRainsLive #MumbaiRains #Mumbai need rescue of ppl stucked here' also  needs food n water .\n\n@drmmumbaicr\xe2\x80\xa6 https://t.co/rY6MYoBVOk"""
2019-07-01 22:09:50,b'#MumbaiRainsLiveUpdates\n\nCheck this link for weather and tide updates of #Mumbai\n\nhttps://t.co/e4fjFDlMae'
2019-07-01 22:09:42,"b'RT @ndtv: #JustIn | No suburban trains will run in #Mumbai today due to heavy rain, says Central Railway\n\n#MumbaiRains'"
2019-07-01 22:08:52,b'I feel for my people in #Mumbai \xf0\x9f\x98\x8f..remember travelling in these over crowded trains...I hope there are more train s\xe2\x80\xa6 https://t.co/ULC43Y6Do1'
2019-07-01 22:08:48,b'RT @SufiSartaaj: #Raushan jamaal-e-yaar se hai #Mumbai tamaam.. Koi mil gya\xf0\x9f\x98\x8a @iHrithik Such a glorious meeting with an extremely #Talented\xe2\x80\xa6'
2019-07-01 22:08:26,"b'RT @BihanSengupta91: Alert: People stuck near Sasmira Road, Worli, please feel free to come over. DM for details. can provide tea/coffee an\xe2\x80\xa6'"
2019-07-01 22:08:25,b'@CSIAMumbai Any updates on Domestic Runway?  is it still closed?  Traveling from #chennai to #mumbai due to\xe2\x80\xa6 https://t.co/maxQQPXamg'
2019-07-01 22:07:43,"b'RT @TheSanjivKapoor: BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953 DE\xe2\x80\xa6'"
2019-07-01 22:06:33,"b'BOM #Mumbai airport runway closed after this incident. Multiple diversions, incl 5 @airvistara flights: \nA320 UK953\xe2\x80\xa6 https://t.co/IX1yNNwWdO'"
2019-07-01 22:06:26,b'RT @SumitraRoyTOI: Hats off to traffic cops who are working in this torrential downpour. #jvlr #mumbai #mumbairains @MumbaiPolice @mtptraff\xe2\x80\xa6'
2019-07-01 22:05:50,b'RT @Hiten_12: #MumbaiRainsLiveUpdates #MumbaiRains #Mumbai pleae stay safe everyone.  God bless https://t.co/FGRqikrmWV'
2019-07-01 22:05:30,b'RT @BloodDonorsIn: #Mumbai\nNeed #Blood Type :  B-positive\nAt :  Bombay Hospital \nNumber of Units : 2\nPrimary Number : 9821094930\nSecondary\xe2\x80\xa6'
2019-07-01 22:05:10,"b'RT @PoliceWaliPblic: Everyone in #Mumbai , whose house is like mine right now, my heart goes out to each one of you! Don\xe2\x80\x99t try to save too\xe2\x80\xa6'"
2019-07-01 22:04:59,b'RT @KhotteDePuttar: Terrible logging in Hiranandani and JVLR. #Mumbai #mumbaimonsoon #MumbaiRains https://t.co/coVhBKbfKH'
2019-07-01 22:04:21,"b'RT @iCRAditya: Stay safe #Mumbai! While #Chennai goes dry, opposite is happening on the West Coast- climate change is here! #MumbaiRains ht\xe2\x80\xa6'"
2019-07-01 22:04:17,b'#Mumbai take care!'
2019-07-01 22:03:27,b'RT @Beingmohsinp2: Water logging at Ghatkopar near r-city mall #MumbaiRainsLiveUpdates #Mumbai #mumbaimonsoon #Rainfall #rains #RainyDaysAn\xe2\x80\xa6'
2019-07-01 22:02:33,b'RT @atulWagare: Terrible water logging in Pant nagar Ghatkopar East. #MumbaiRains #MumbaiRainsLive #Mumbai https://t.co/RghJj19fkt'
2019-07-01 22:00:49,"b'RT @imABajaj: #SpiceJet #jaipur to #mumbai flight overshoots landing at Mumbai Airport, main runway shut! \nAll passengers and crew okay!!\xe2\x80\xa6'"
2019-07-01 21:58:10,b'RT @BloodDonorsIn: #Mumbai\nNeed #Blood Type :  B-positive\nAt :  Bombay Hospital \nNumber of Units : 2\nPrimary Number : 9821094930\nSecondary\xe2\x80\xa6'
2019-07-01 21:58:00,b'. @mybmc : Specialist in failure!\n\n#MumbaiRains #MumbaiRainsLive #Mumbai https://t.co/7Q98WNloRu'
2019-07-01 21:57:54,b'Check the @MCGM_BMC app. They have a live update of water levels in every #Mumbai suburb. Low tide at 4.58am so wat\xe2\x80\xa6 https://t.co/khsYIvaDoV'
2019-07-01 21:57:49,b'Terrible water logging in Pant nagar Ghatkopar East. #MumbaiRains #MumbaiRainsLive #Mumbai https://t.co/RghJj19fkt'
2019-07-01 21:57:41,b'Love the way how tactfully @MumbaiPolice is handling all the grievances on twitter even though they are not under t\xe2\x80\xa6 https://t.co/hNGh3Bk5gk'
2019-07-01 21:56:21,b'RT @SumitraRoyTOI: Hats off to traffic cops who are working in this torrential downpour. #jvlr #mumbai #mumbairains @MumbaiPolice @mtptraff\xe2\x80\xa6'
2019-07-01 21:56:15,b'RT @iamTapanPandya: #Mulund : Live \xe2\x9a\xa1\xef\xb8\x8f\xe2\x9b\x88 #Mumbai #MumbaiRains #mumbailocal #MumbaiMetro #MumbaiTrains #mumbaimonsoon #MumbaiRainsLiveUpdates\xe2\x80\xa6'
2019-07-01 21:53:55,b'Colours of Monsoon\n#mumbai #mumbairain #Waterlogging #mumbaimonsoon #india #mumbairains #navimumbai #kharghar https://t.co/pgHlZNnlW6'
2019-07-01 21:53:34,"b'Stay safe #Mumbai! While #Chennai goes dry, opposite is happening on the West Coast- climate change is here!\xe2\x80\xa6 https://t.co/Tfiac4iXu7'"
2019-07-01 21:53:29,b'Further to n number of tweets the unacceptable happened at DSKMadhuban Sakinaka #Mumbai  #MumbaiRainsLive\xe2\x80\xa6 https://t.co/QviBjlviZy'
2019-07-01 21:53:26,"b'RT @BihanSengupta91: Alert: People stuck near Sasmira Road, Worli, please feel free to come over. DM for details. can provide tea/coffee an\xe2\x80\xa6'"
2019-07-01 21:52:49,b'RT @MumbaiMirror: Attempts being made to reach commuters stranded inside #trains.\n@Central_Railway says food stalls have been opened at Dad\xe2\x80\xa6'
2019-07-01 21:52:35,b'RT @Shalomtellis: \xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\n\nPeople who are stuck at Ghatkopar west can go to R city mall they are allowing stranded people inside.\xe2\x80\xa6'
2019-07-01 21:52:14,b'RT @Shalomtellis: \xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\xe2\x9a\xa0\xef\xb8\x8f\n\nPeople who are stuck at Ghatkopar west can go to R city mall they are allowing stranded people inside.\xe2\x80\xa6'
